d_opt,sigma_d,tissue,d,k_rel,loss
5.1313131313131315e-08,1e-08,Transport-Resistant,2.75e-08,1e-06,2.750108476370545e-06
5.1313131313131315e-08,1e-08,Transport-Resistant,2.75e-08,1.4677992676220705e-06,3.6756744506488633e-06
5.1313131313131315e-08,1e-08,Transport-Resistant,2.75e-08,2.1544346900318822e-06,5.078795843159109e-06
5.1313131313131315e-08,1e-08,Transport-Resistant,2.75e-08,3.162277660168379e-06,7.096070136791115e-06
5.1313131313131315e-08,1e-08,Transport-Resistant,2.75e-08,4.641588833612782e-06,9.788645634700195e-06
5.1313131313131315e-08,1e-08,Transport-Resistant,2.75e-08,6.8129206905796085e-06,1.3077411384848487e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,2.75e-08,9.999999999999999e-06,1.6720299093963734e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,2.75e-08,1.4677992676220675e-05,2.0351095930298395e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,2.75e-08,2.1544346900318823e-05,2.357413970694189e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,2.75e-08,3.1622776601683795e-05,2.608329645149327e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,2.75e-08,4.641588833612772e-05,2.7749218104248107e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,2.75e-08,6.812920690579608e-05,2.863168380977793e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,2.75e-08,0.0001,2.891960911395914e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,2.75e-08,0.0001467799267622069,2.884320361304495e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,2.75e-08,0.00021544346900318823,2.86036277148765e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,2.75e-08,0.00031622776601683794,2.8340381067850065e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,2.75e-08,0.00046415888336127773,2.812986588082309e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,2.75e-08,0.0006812920690579609,2.799957602465352e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,2.75e-08,0.001,2.7945209227943813e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,2.75e-08,0.001467799267622069,2.7945262529251262e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,2.75e-08,0.002154434690031882,2.7971205674840468e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,2.75e-08,0.0031622776601683794,2.799452971138893e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,2.75e-08,0.004641588833612777,2.799073889978794e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,2.75e-08,0.006812920690579608,2.794115862603278e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,2.75e-08,0.01,2.783326156352293e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,3.0000000000000004e-08,1e-06,2.791280664504441e-06
5.1313131313131315e-08,1e-08,Transport-Resistant,3.0000000000000004e-08,1.4677992676220705e-06,3.7389953293348923e-06
5.1313131313131315e-08,1e-08,Transport-Resistant,3.0000000000000004e-08,2.1544346900318822e-06,5.177608055653236e-06
5.1313131313131315e-08,1e-08,Transport-Resistant,3.0000000000000004e-08,3.162277660168379e-06,7.245660620862671e-06
5.1313131313131315e-08,1e-08,Transport-Resistant,3.0000000000000004e-08,4.641588833612782e-06,1.000140516956069e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,3.0000000000000004e-08,6.8129206905796085e-06,1.3357601806116487e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,3.0000000000000004e-08,9.999999999999999e-06,1.7060747486278247e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,3.0000000000000004e-08,1.4677992676220675e-05,2.073137895496252e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,3.0000000000000004e-08,2.1544346900318823e-05,2.396118618069019e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,3.0000000000000004e-08,3.1622776601683795e-05,2.6437234279560688e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,3.0000000000000004e-08,4.641588833612772e-05,2.8033909740186182e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,3.0000000000000004e-08,6.812920690579608e-05,2.8824092566550667e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,3.0000000000000004e-08,0.0001,2.9012785860209344e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,3.0000000000000004e-08,0.0001467799267622069,2.8842268389442695e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,3.0000000000000004e-08,0.00021544346900318823,2.851913470730878e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,3.0000000000000004e-08,0.00031622776601683794,2.8182522322073287e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,3.0000000000000004e-08,0.00046415888336127773,2.7905634442804422e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,3.0000000000000004e-08,0.0006812920690579609,2.771235219390451e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,3.0000000000000004e-08,0.001,2.759578381964803e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,3.0000000000000004e-08,0.001467799267622069,2.753348203872684e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,3.0000000000000004e-08,0.002154434690031882,2.7497663222220745e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,3.0000000000000004e-08,0.0031622776601683794,2.7461760054887707e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,3.0000000000000004e-08,0.004641588833612777,2.740355003046622e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,3.0000000000000004e-08,0.006812920690579608,2.7306321276567686e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,3.0000000000000004e-08,0.01,2.715849556997196e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,3.25e-08,1e-06,2.83903033190302e-06
5.1313131313131315e-08,1e-08,Transport-Resistant,3.25e-08,1.4677992676220705e-06,3.810192341217099e-06
5.1313131313131315e-08,1e-08,Transport-Resistant,3.25e-08,2.1544346900318822e-06,5.285924080550607e-06
5.1313131313131315e-08,1e-08,Transport-Resistant,3.25e-08,3.162277660168379e-06,7.4065159909508385e-06
5.1313131313131315e-08,1e-08,Transport-Resistant,3.25e-08,4.641588833612782e-06,1.0227163830738945e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,3.25e-08,6.8129206905796085e-06,1.3652958793407421e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,3.25e-08,9.999999999999999e-06,1.7420101808916613e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,3.25e-08,1.4677992676220675e-05,2.1136740897976365e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,3.25e-08,2.1544346900318823e-05,2.4381195975472743e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,3.25e-08,3.1622776601683795e-05,2.6831212307371327e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,3.25e-08,4.641588833612772e-05,2.836220065040203e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,3.25e-08,6.812920690579608e-05,2.9058641508123412e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,3.25e-08,0.0001,2.9141786823607707e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,3.25e-08,0.0001467799267622069,2.8867364892812793e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,3.25e-08,0.00021544346900318823,2.844875176951527e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,3.25e-08,0.00031622776601683794,2.8026104142905643e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,3.25e-08,0.00046415888336127773,2.7670468183411847e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,3.25e-08,0.0006812920690579609,2.740287055328235e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,3.25e-08,0.001,2.7214653730900875e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,3.25e-08,0.001467799267622069,2.7083100867162453e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,3.25e-08,0.002154434690031882,2.6981682082713476e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,3.25e-08,0.0031622776601683794,2.6885693727869154e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,3.25e-08,0.004641588833612777,2.6774798455596045e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,3.25e-08,0.006812920690579608,2.663340591089889e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,3.25e-08,0.01,2.645007056307104e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,3.5e-08,1e-06,2.886685466808241e-06
5.1313131313131315e-08,1e-08,Transport-Resistant,3.5e-08,1.4677992676220705e-06,3.880176124246783e-06
5.1313131313131315e-08,1e-08,Transport-Resistant,3.5e-08,2.1544346900318822e-06,5.391104956371765e-06
5.1313131313131315e-08,1e-08,Transport-Resistant,3.5e-08,3.162277660168379e-06,7.561439336280146e-06
5.1313131313131315e-08,1e-08,Transport-Resistant,3.5e-08,4.641588833612782e-06,1.0443925386846019e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,3.5e-08,6.8129206905796085e-06,1.3937968457473257e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,3.5e-08,9.999999999999999e-06,1.777234137280934e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,3.5e-08,1.4677992676220675e-05,2.1544460114775147e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,3.5e-08,2.1544346900318823e-05,2.481753651280076e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,3.5e-08,3.1622776601683795e-05,2.7255483885460718e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,3.5e-08,4.641588833612772e-05,2.8729877839189508e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,3.5e-08,6.812920690579608e-05,2.933423833328889e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,3.5e-08,0.0001,2.9306136616144518e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,3.5e-08,0.0001467799267622069,2.8916685793544134e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,3.5e-08,0.00021544346900318823,2.8388612083254368e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,3.5e-08,0.00031622776601683794,2.7865159011012238e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,3.5e-08,0.00046415888336127773,2.741675091024983e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,3.5e-08,0.0006812920690579609,2.7062884733684554e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,3.5e-08,0.001,2.6794058345335803e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,3.5e-08,0.001467799267622069,2.6587979419825622e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,3.5e-08,0.002154434690031882,2.6419389846510758e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,3.5e-08,0.0031622776601683794,2.6265141561902324e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,3.5e-08,0.004641588833612777,2.610586780971316e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,3.5e-08,0.006812920690579608,2.5926040230253504e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,3.5e-08,0.01,2.571324488877808e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,3.7500000000000005e-08,1e-06,2.924944114210445e-06
5.1313131313131315e-08,1e-08,Transport-Resistant,3.7500000000000005e-08,1.4677992676220705e-06,3.935897472340113e-06
5.1313131313131315e-08,1e-08,Transport-Resistant,3.7500000000000005e-08,2.1544346900318822e-06,5.474524788210519e-06
5.1313131313131315e-08,1e-08,Transport-Resistant,3.7500000000000005e-08,3.162277660168379e-06,7.684265846489848e-06
5.1313131313131315e-08,1e-08,Transport-Resistant,3.7500000000000005e-08,4.641588833612782e-06,1.0616975925805882e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,3.7500000000000005e-08,6.8129206905796085e-06,1.4170426999477199e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,3.7500000000000005e-08,9.999999999999999e-06,1.8071386532895477e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,3.7500000000000005e-08,1.4677992676220675e-05,2.1909818101195566e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,3.7500000000000005e-08,2.1544346900318823e-05,2.5231830356875885e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,3.7500000000000005e-08,3.1622776601683795e-05,2.7680629665475338e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,3.7500000000000005e-08,4.641588833612772e-05,2.911606300128491e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,3.7500000000000005e-08,6.812920690579608e-05,2.9635982756011908e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,3.7500000000000005e-08,0.0001,2.9493991152054145e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,3.7500000000000005e-08,0.0001467799267622069,2.897918779954747e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,3.7500000000000005e-08,0.00021544346900318823,2.832719471965729e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,3.7500000000000005e-08,0.00031622776601683794,2.7687546885677275e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,3.7500000000000005e-08,0.00046415888336127773,2.7132452303021856e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,3.7500000000000005e-08,0.0006812920690579609,2.6681556217036057e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,3.7500000000000005e-08,0.001,2.632555250315946e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,3.7500000000000005e-08,0.001467799267622069,2.6042881094044126e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,3.7500000000000005e-08,0.002154434690031882,2.5809329748532177e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,3.7500000000000005e-08,0.0031622776601683794,2.560220422762065e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,3.7500000000000005e-08,0.004641588833612777,2.5401851914891302e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,3.7500000000000005e-08,0.006812920690579608,2.519141294610207e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,3.7500000000000005e-08,0.01,2.4956665967907912e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,4e-08,1e-06,2.943300226365565e-06
5.1313131313131315e-08,1e-08,Transport-Resistant,4e-08,1.4677992676220705e-06,3.962343452654592e-06
5.1313131313131315e-08,1e-08,Transport-Resistant,4e-08,2.1544346900318822e-06,5.51416381710754e-06
5.1313131313131315e-08,1e-08,Transport-Resistant,4e-08,3.162277660168379e-06,7.74310158491419e-06
5.1313131313131315e-08,1e-08,Transport-Resistant,4e-08,4.641588833612782e-06,1.0702235972258483e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,4e-08,6.8129206905796085e-06,1.4293625791837773e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,4e-08,9.999999999999999e-06,1.8250435047245824e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,4e-08,1.4677992676220675e-05,2.216157359123796e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,4e-08,2.1544346900318823e-05,2.5555514313822476e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,4e-08,3.1622776601683795e-05,2.8046371121359967e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,4e-08,4.641588833612772e-05,2.947124464946531e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,4e-08,6.812920690579608e-05,2.9924474191150583e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,4e-08,0.0001,2.9673596495898e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,4e-08,0.0001467799267622069,2.9028256814191976e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,4e-08,0.00021544346900318823,2.8241417413714595e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,4e-08,0.00031622776601683794,2.747315488351982e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,4e-08,0.00046415888336127773,2.6800830694464507e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,4e-08,0.0006812920690579609,2.624631192469461e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,4e-08,0.001,2.580142996170814e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,4e-08,0.001467799267622069,2.5445324665266207e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,4e-08,0.002154434690031882,2.5153698867263652e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,4e-08,0.0031622776601683794,2.4902982190081755e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,4e-08,0.004641588833612777,2.467151117066069e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,4e-08,0.006812920690579608,2.44400006224262e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,4e-08,0.01,2.419162149906013e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,4.2500000000000003e-08,1e-06,2.933313239142936e-06
5.1313131313131315e-08,1e-08,Transport-Resistant,4.2500000000000003e-08,1.4677992676220705e-06,3.947426506671591e-06
5.1313131313131315e-08,1e-08,Transport-Resistant,4.2500000000000003e-08,2.1544346900318822e-06,5.492147570936285e-06
5.1313131313131315e-08,1e-08,Transport-Resistant,4.2500000000000003e-08,3.162277660168379e-06,7.711443111352465e-06
5.1313131313131315e-08,1e-08,Transport-Resistant,4.2500000000000003e-08,4.641588833612782e-06,1.0661365941704465e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,4.2500000000000003e-08,6.8129206905796085e-06,1.4254529793272186e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,4.2500000000000003e-08,9.999999999999999e-06,1.8240482118654432e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,4.2500000000000003e-08,1.4677992676220675e-05,2.2216868013342222e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,4.2500000000000003e-08,2.1544346900318823e-05,2.569789865974675e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,4.2500000000000003e-08,3.1622776601683795e-05,2.82624869647896e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,4.2500000000000003e-08,4.641588833612772e-05,2.971281643319815e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,4.2500000000000003e-08,6.812920690579608e-05,3.0128501273544717e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,4.2500000000000003e-08,0.0001,2.9785957417601607e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,4.2500000000000003e-08,0.0001467799267622069,2.9016106300049487e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,4.2500000000000003e-08,0.00021544346900318823,2.8093244425717625e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,4.2500000000000003e-08,0.00031622776601683794,2.7192731505884708e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,4.2500000000000003e-08,0.00046415888336127773,2.6400902825427832e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,4.2500000000000003e-08,0.0006812920690579609,2.5744112154191197e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,4.2500000000000003e-08,0.001,2.5216146191088417e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,4.2500000000000003e-08,0.001467799267622069,2.4796173646635016e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,4.2500000000000003e-08,0.002154434690031882,2.4458420723132184e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,4.2500000000000003e-08,0.0031622776601683794,2.4176676156098316e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,4.2500000000000003e-08,0.004641588833612777,2.3925952758387103e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,4.2500000000000003e-08,0.006812920690579608,2.368356573208316e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,4.2500000000000003e-08,0.01,2.3429821338928356e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,4.5000000000000006e-08,1e-06,2.891722262736439e-06
5.1313131313131315e-08,1e-08,Transport-Resistant,4.5000000000000006e-08,1.4677992676220705e-06,3.8869130377574175e-06
5.1313131313131315e-08,1e-08,Transport-Resistant,4.5000000000000006e-08,2.1544346900318822e-06,5.402633908905287e-06
5.1313131313131315e-08,1e-08,Transport-Resistant,4.5000000000000006e-08,3.162277660168379e-06,7.580667035366681e-06
5.1313131313131315e-08,1e-08,Transport-Resistant,4.5000000000000006e-08,4.641588833612782e-06,1.0480523019488158e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,4.5000000000000006e-08,6.8129206905796085e-06,1.4029586238860134e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,4.5000000000000006e-08,9.999999999999999e-06,1.8001945756750417e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,4.5000000000000006e-08,1.4677992676220675e-05,2.2014625716346246e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,4.5000000000000006e-08,2.1544346900318823e-05,2.5575970300466586e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,4.5000000000000006e-08,3.1622776601683795e-05,2.82303500727971e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,4.5000000000000006e-08,4.641588833612772e-05,2.9736912095545146e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,4.5000000000000006e-08,6.812920690579608e-05,3.0149598515632382e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,4.5000000000000006e-08,0.0001,2.974513743841724e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,4.5000000000000006e-08,0.0001467799267622069,2.8872596078990347e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,4.5000000000000006e-08,0.00021544346900318823,2.7828802551133143e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,4.5000000000000006e-08,0.00031622776601683794,2.6807681452624722e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,4.5000000000000006e-08,0.00046415888336127773,2.5907626648309945e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,4.5000000000000006e-08,0.0006812920690579609,2.5161592301148563e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,4.5000000000000006e-08,0.001,2.456564854788851e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,4.5000000000000006e-08,0.001467799267622069,2.409820357992392e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,4.5000000000000006e-08,0.002154434690031882,2.373061471905877e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,4.5000000000000006e-08,0.0031622776601683794,2.3432659251977944e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,4.5000000000000006e-08,0.004641588833612777,2.3175104304225448e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,4.5000000000000006e-08,0.006812920690579608,2.29316401478592e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,4.5000000000000006e-08,0.01,2.2679873220001218e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,4.75e-08,1e-06,2.821214193292014e-06
5.1313131313131315e-08,1e-08,Transport-Resistant,4.75e-08,1.4677992676220705e-06,3.7856968252253343e-06
5.1313131313131315e-08,1e-08,Transport-Resistant,4.75e-08,2.1544346900318822e-06,5.254110356332725e-06
5.1313131313131315e-08,1e-08,Transport-Resistant,4.75e-08,3.162277660168379e-06,7.364221471503765e-06
5.1313131313131315e-08,1e-08,Transport-Resistant,4.75e-08,4.641588833612782e-06,1.0178115019507238e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,4.75e-08,6.8129206905796085e-06,1.3638357632352764e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,4.75e-08,9.999999999999999e-06,1.7546401720573267e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,4.75e-08,1.4677992676220675e-05,2.154573402912954e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,4.75e-08,2.1544346900318823e-05,2.5149837025459712e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,4.75e-08,3.1622776601683795e-05,2.7877811242889187e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,4.75e-08,4.641588833612772e-05,2.9448066344286496e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,4.75e-08,6.812920690579608e-05,2.9883264889538233e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,4.75e-08,0.0001,2.9451689385668136e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,4.75e-08,0.0001467799267622069,2.8512907053084756e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,4.75e-08,0.00021544346900318823,2.738225904528778e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,4.75e-08,0.00031622776601683794,2.6271379351841274e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,4.75e-08,0.00046415888336127773,2.529152885553617e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,4.75e-08,0.0006812920690579609,2.4482924625721166e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,4.75e-08,0.001,2.3843995844232216e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,4.75e-08,0.001467799267622069,2.3351701707433388e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,4.75e-08,0.002154434690031882,2.2973799157432573e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,4.75e-08,0.0031622776601683794,2.2675396414894134e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,4.75e-08,0.004641588833612777,2.2423085202350927e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,4.75e-08,0.006812920690579608,2.2187246246948965e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,4.75e-08,0.01,2.194340091062732e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,5.0000000000000004e-08,1e-06,2.72853781830542e-06
5.1313131313131315e-08,1e-08,Transport-Resistant,5.0000000000000004e-08,1.4677992676220705e-06,3.6547892681690824e-06
5.1313131313131315e-08,1e-08,Transport-Resistant,5.0000000000000004e-08,2.1544346900318822e-06,5.064542037494024e-06
5.1313131313131315e-08,1e-08,Transport-Resistant,5.0000000000000004e-08,3.162277660168379e-06,7.090326990608492e-06
5.1313131313131315e-08,1e-08,Transport-Resistant,5.0000000000000004e-08,4.641588833612782e-06,9.794976933355965e-06
5.1313131313131315e-08,1e-08,Transport-Resistant,5.0000000000000004e-08,6.8129206905796085e-06,1.313304042166532e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,5.0000000000000004e-08,9.999999999999999e-06,1.6929691023134022e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,5.0000000000000004e-08,1.4677992676220675e-05,2.0855177375033003e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,5.0000000000000004e-08,2.1544346900318823e-05,2.4436900881495973e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,5.0000000000000004e-08,3.1622776601683795e-05,2.718438235879054e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,5.0000000000000004e-08,4.641588833612772e-05,2.8789477484034528e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,5.0000000000000004e-08,6.812920690579608e-05,2.9248758671530928e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,5.0000000000000004e-08,0.0001,2.881719370429133e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,5.0000000000000004e-08,0.0001467799267622069,2.7854903224221427e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,5.0000000000000004e-08,0.00021544346900318823,2.6686136802859112e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,5.0000000000000004e-08,0.00031622776601683794,2.5533881460916916e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,5.0000000000000004e-08,0.00046415888336127773,2.4519001629423223e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,5.0000000000000004e-08,0.0006812920690579609,2.3687496093229463e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,5.0000000000000004e-08,0.001,2.3039380145271392e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,5.0000000000000004e-08,0.001467799267622069,2.2549930888682267e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,5.0000000000000004e-08,0.002154434690031882,2.218324747943398e-05
5.1313131313131315e-08,1e-08,Transport-Resistant,5.0000000000000004e-08,0.0031622776601683794,2.1900396558786118e-05
